event_sequence,utc,seconds_from_first_sample,seconds_from_flash_runner_complete,channel_0,channel_1,gain_index,integration_index,density_estimate,saturated,valid
238,2026-07-15T00:57:07.359451683Z,22.125689336,6.419559079,1848,190,2,0,0.696753023827,0,1
239,2026-07-15T00:57:07.460121678Z,22.226359331,6.520229074,1932,199,2,0,0.677538088597,0,1
240,2026-07-15T00:57:07.560628047Z,22.326865700,6.620735443,2120,219,2,0,0.637423243852,0,1
241,2026-07-15T00:57:07.661360471Z,22.427598124,6.721467867,2132,220,2,0,0.634986014339,0,1
242,2026-07-15T00:57:07.762100182Z,22.528337835,6.822207578,2086,215,2,0,0.644405087741,0,1
243,2026-07-15T00:57:07.862835551Z,22.629073204,6.922942947,2143,221,2,0,0.632764018865,0,1
244,2026-07-15T00:57:07.963253308Z,22.729490961,7.023360704,2121,219,2,0,0.637219610273,0,1
245,2026-07-15T00:57:08.063933272Z,22.830170925,7.124040668,2079,214,2,0,0.645856776875,0,1
246,2026-07-15T00:57:08.164541847Z,22.930779500,7.224649243,2035,209,2,0,0.655096197919,0,1
247,2026-07-15T00:57:08.265017490Z,23.031255143,7.325124886,2136,220,2,0,0.634176680098,0,1
248,2026-07-15T00:57:08.365481723Z,23.131719376,7.425589119,2201,228,2,0,0.621235175228,0,1
249,2026-07-15T00:57:08.466036670Z,23.232274323,7.526144066,2217,229,2,0,0.618108737129,0,1
250,2026-07-15T00:57:08.566711671Z,23.332949324,7.626819067,2224,230,2,0,0.616748074566,0,1
251,2026-07-15T00:57:08.667140795Z,23.433378448,7.727248191,2221,230,2,0,0.617330685658,0,1
252,2026-07-15T00:57:08.767715381Z,23.533953034,7.827822777,2224,230,2,0,0.616748074566,0,1
253,2026-07-15T00:57:08.868334658Z,23.634572311,7.928442054,2227,230,2,0,0.616166256093,0,1
254,2026-07-15T00:57:08.969139182Z,23.735376835,8.029246578,2230,231,2,0,0.615585228093,0,1
255,2026-07-15T00:57:09.069884263Z,23.836121916,8.129991659,2233,231,2,0,0.615004988432,0,1
256,2026-07-15T00:57:09.170326010Z,23.936563663,8.230433406,2234,231,2,0,0.614811750031,0,1
257,2026-07-15T00:57:09.271000617Z,24.037238270,8.331108013,2236,231,2,0,0.614425534984,0,1
258,2026-07-15T00:57:09.371591278Z,24.137828931,8.431698674,2238,231,2,0,0.614039668424,0,1
259,2026-07-15T00:57:09.472224918Z,24.238462571,8.532332314,2239,232,2,0,0.613846865631,0,1
260,2026-07-15T00:57:09.572729946Z,24.338967599,8.632837342,2231,231,2,0,0.615391727385,0,1
261,2026-07-15T00:57:09.673345650Z,24.439583303,8.733453046,2192,227,2,0,0.623003892138,0,1
262,2026-07-15T00:57:09.773713448Z,24.539951101,8.833820844,2168,224,2,0,0.627756542397,0,1
263,2026-07-15T00:57:09.874392125Z,24.640629778,8.934499521,2061,213,2,0,0.649612462721,0,1
264,2026-07-15T00:57:09.974875826Z,24.741113479,9.034983222,2156,223,2,0,0.630152817129,0,1
265,2026-07-15T00:57:10.125747854Z,24.891985507,9.185855250,2141,221,2,0,0.633167160602,0,1
266,2026-07-15T00:57:10.226408325Z,24.992645978,9.286515721,2107,217,2,0,0.640079337681,0,1
267,2026-07-15T00:57:10.327130753Z,25.093368406,9.387238149,2079,214,2,0,0.645856776875,0,1
268,2026-07-15T00:57:10.427863571Z,25.194101224,9.487970967,2034,210,2,0,0.655308520408,0,1
269,2026-07-15T00:57:10.528634890Z,25.294872543,9.588742286,1978,204,2,0,0.667369870748,0,1
270,2026-07-15T00:57:10.629242059Z,25.395479712,9.689349455,1865,192,2,0,0.692794095507,0,1
271,2026-07-15T00:57:10.730002826Z,25.496240479,9.790110222,2121,219,2,0,0.637219610273,0,1
272,2026-07-15T00:57:10.830848285Z,25.597085938,9.890955681,2125,219,2,0,0.636406043760,0,1
273,2026-07-15T00:57:10.931597753Z,25.697835406,9.991705149,2218,229,2,0,0.617914091520,0,1
